



Advanced Model: 

Advanced Model with 1 hours in block: 

Training Started
Epoch 10 Completed	 Loss 2.828	 Train Accuracy: 0.818	 Test Accuracy: 0.837
Epoch 11 Completed	 Loss 2.659	 Train Accuracy: 0.820	 Test Accuracy: 0.837
Epoch 12 Completed	 Loss 2.518	 Train Accuracy: 0.822	 Test Accuracy: 0.837
Epoch 13 Completed	 Loss 2.400	 Train Accuracy: 0.823	 Test Accuracy: 0.837
Epoch 14 Completed	 Loss 2.298	 Train Accuracy: 0.824	 Test Accuracy: 0.837
Epoch 15 Completed	 Loss 2.209	 Train Accuracy: 0.825	 Test Accuracy: 0.837
Epoch 16 Completed	 Loss 2.132	 Train Accuracy: 0.826	 Test Accuracy: 0.837
Epoch 17 Completed	 Loss 2.062	 Train Accuracy: 0.827	 Test Accuracy: 0.837
Epoch 18 Completed	 Loss 2.001	 Train Accuracy: 0.827	 Test Accuracy: 0.837
Epoch 19 Completed	 Loss 1.945	 Train Accuracy: 0.828	 Test Accuracy: 0.837
Epoch 20 Completed	 Loss 1.894	 Train Accuracy: 0.829	 Test Accuracy: 0.837
Epoch 21 Completed	 Loss 1.849	 Train Accuracy: 0.829	 Test Accuracy: 0.837
Epoch 22 Completed	 Loss 1.809	 Train Accuracy: 0.829	 Test Accuracy: 0.839
Epoch 23 Completed	 Loss 1.771	 Train Accuracy: 0.830	 Test Accuracy: 0.837
Epoch 24 Completed	 Loss 1.736	 Train Accuracy: 0.830	 Test Accuracy: 0.837
Epoch 25 Completed	 Loss 1.703	 Train Accuracy: 0.831	 Test Accuracy: 0.839
Epoch 26 Completed	 Loss 1.675	 Train Accuracy: 0.831	 Test Accuracy: 0.837
Epoch 27 Completed	 Loss 1.647	 Train Accuracy: 0.831	 Test Accuracy: 0.839
Epoch 28 Completed	 Loss 1.622	 Train Accuracy: 0.831	 Test Accuracy: 0.837
Epoch 29 Completed	 Loss 1.599	 Train Accuracy: 0.831	 Test Accuracy: 0.837
Epoch 30 Completed	 Loss 1.577	 Train Accuracy: 0.832	 Test Accuracy: 0.832
Epoch 31 Completed	 Loss 1.556	 Train Accuracy: 0.832	 Test Accuracy: 0.848
Epoch 32 Completed	 Loss 1.536	 Train Accuracy: 0.832	 Test Accuracy: 0.832
Epoch 33 Completed	 Loss 1.519	 Train Accuracy: 0.832	 Test Accuracy: 0.839
Epoch 34 Completed	 Loss 1.502	 Train Accuracy: 0.832	 Test Accuracy: 0.848
Epoch 35 Completed	 Loss 1.488	 Train Accuracy: 0.832	 Test Accuracy: 0.839
